,link,google_product_category,title,product_type,title_nouns,google_product_category_convert,product_type_convert,diff_rate,diff_rate_cat
4216,https://www.habitat.co.uk/voyage-white-white-300-thread-count-cotton-percale-single-duvet-cover-set-781474?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwxtrww&istBid=t,Home & Garden > Linens & Bedding > Bedding > Bed Sheets,Voyage White 300 Thread Count Cotton Percale Pair Of Rectangular Pillowcases,Soft furnishings > Bedroom Linen > Pillowcases,pillowcase voyage thread count percale cotton pair white,garden bedding sheet linen bed,linen pillowcase furnishing bedroom,27,27
6826,https://www.habitat.co.uk/parc-yellow-metal-folding-garden-table-and-4-chairs-set-1787171?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ipilramtx&istBid=t,Furniture > Tables > Kitchen & Dining Room Tables,Parc Yellow Metal Folding Garden Table And 4 Chairs Set,Garden > Shop By Material > Metal,table garden yellow chair set metal folding,table room dining kitchen,shop by metal material,46,27
3343,https://www.habitat.co.uk/kusa-small-glass-and-walnut-trestle-desk-393387?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxpmxr&istBid=t,Furniture > Tables > Kitchen & Dining Room Tables,Kusa Small Glass And Walnut Trestle Desk,Furniture > Home Office & Study > Desks,walnut trestle glas small desk,table room dining kitchen,study desk office home,36,27
4988,https://www.habitat.co.uk/kusa-large-solid-oak-trestle-780454?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wqmiwtxqt&istBid=t,Furniture > Tables > Kitchen & Dining Room Tables,Kusa Large Solid Oak Trestle,Furniture > Home Office & Study > Desks,large oak solid trestle,table room dining kitchen,study desk office home,36,27
873,https://www.habitat.co.uk/grid-medium-grey-and-yellow-geometric-wool-rug-140-x-200cm-220229?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwxwp&istBid=t,Home & Garden > Decor > Rugs,Grid Medium Grey And Yellow Geometric Wool Rug 140 X 200Cm,Inspiration > Couchella > Synths Out Flyn's Out,wool rug yellow medium grey x grid,rug garden decor,couchella ' synth flyn out,33,27
3718,https://www.habitat.co.uk/washed-white-white-stonewashed-rectangular-pair-of-pillowcases-312490?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrttlpw&istBid=t,Home & Garden > Linens & Bedding > Bedding > Bed Sheets,Washed White Stonewashed Rectangular Pair Of Pillowcases,Soft furnishings > Bedroom Linen > Pillowcases,pillowcase pair white,garden bedding sheet linen bed,linen pillowcase furnishing bedroom,25,27
6544,https://www.habitat.co.uk/drio-oak-desk-with-3-storage-drawers-1787981?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=irwwriarr&istBid=t,Furniture > Tables > Kitchen & Dining Room Tables,Drio Oak Desk With 3 Storage Drawers,Furniture > Home Office & Study > Desks,storage drawer desk oak,table room dining kitchen,study desk office home,35,27
2249,https://www.habitat.co.uk/gala-glass-desk-392245?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpqq&istBid=t,Furniture > Tables > Kitchen & Dining Room Tables,Gala Bent Clear Tempered Glass Desk,Furniture > Home Office & Study > Desks,desk bent clear glas gala,table room dining kitchen,study desk office home,29,27
752,https://www.habitat.co.uk/albion-3-drawer-oak-desk-322574?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqxpm&istBid=t,Furniture > Tables > Kitchen & Dining Room Tables,Albion Oak And White 3 Drawer Oak Desk,Furniture > Home Office & Study > Desks,drawer oak desk albion white,table room dining kitchen,study desk office home,40,27
1533,https://www.habitat.co.uk/spa-cotton-pink-bath-towel-451755?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqiwp&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Pink Double Border Bath Towel,Soft furnishings > Rugs,towel pink border bath double spa cotton,garden towel bedding bath linen flannel,rug furnishing,46,29
5639,https://www.habitat.co.uk/terri-yellow-and-black-pattern-earthenware-vase-1783725?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=itmrtqiit&istBid=t,Home & Garden > Decor > Vases,Terri Yellow And Black Pattern Earthenware Vase,Accessories > Home accessories > Decorative Accessories,earthenware yellow black pattern vase,vase garden decor,decorative accessory accessory home,38,29
4258,https://www.habitat.co.uk/viski-black-cocktail-strainer-782058?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxpmpa&istBid=t,Home & Garden > Decor > Vases,Viski Black Cocktail Strainer,Kitchen > Kitchen accessories,cocktail strainer black,vase garden decor,accessory kitchen,29,29
1440,https://www.habitat.co.uk/solar-system-50-x-70cm-print-by-jazzberry-blue-362570?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwxrrxt&istBid=t,"Home & Garden > Decor > Artwork > Posters, Prints & Visual Artwork",Solar System 50 X 70Cm Print By Jazzberry Blue,Accessories > Home accessories > Kids & ToysAccessories > Home accessories > Wall Art,x print blue system,print garden artwork visual poster decor,accessory home wall toysaccessory art kid,47,29
4259,https://www.habitat.co.uk/viski-black-cocktail-jigger-782059?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrtxtrx&istBid=t,Home & Garden > Decor > Vases,Viski Black Cocktail Jigger,Kitchen > Kitchen accessories,jigger cocktail black,vase garden decor,accessory kitchen,24,29
3123,https://www.habitat.co.uk/soiree-black-bar-tool-set-777732?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrttwiq&istBid=t,Home & Garden > Decor > Vases,Soiree Black Bar Tool Set,Kitchen > Kitchen accessories,tool bar black set soiree,vase garden decor,accessory kitchen,45,29
1451,https://www.habitat.co.uk/digby-white-textured-planter-451300?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwwrtai&istBid=t,Home & Garden > Household Supplies > Laundry Supplies > Laundry Baskets,Digby White Textured Planter 38 X 57Cm,Garden > Planters & pots,x planter white,garden basket laundry household supply,planter pot,33,29
4260,https://www.habitat.co.uk/corrall-pour-over-copper-coffee-filter-782098?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrtxtlx&istBid=t,Home & Garden > Decor > Vases,Corrall Pour Over Copper Coffee Filter,Kitchen > Kitchen accessories,filter coffee copper over,vase garden decor,accessory kitchen,30,29
6999,https://www.habitat.co.uk/solomon-hammered-brass-large-vase-1786948?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ipxqxllwx&istBid=t,Home & Garden > Decor > Vases,Solomon Hammered Brass Large Vase,Accessories > Home accessories > Decorative Accessories,large vase solomon bras,vase garden decor,decorative accessory accessory home,47,29
5635,https://www.habitat.co.uk/atticus-blue-and-white-patterned-ceramic-vase-1783721?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=itmrtqiwl&istBid=t,Home & Garden > Decor > Vases,Atticus Blue And White Patterned Ceramic Vase,Accessories > Home accessories > Decorative Accessories,ceramic blue vase atticu white,vase garden decor,decorative accessory accessory home,41,29
1535,https://www.habitat.co.uk/spa-cotton-pink-face-cloth-451753?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wmpwqptpw&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Pink Double Border Face Cloth,Soft furnishings > Rugs,cloth pink face border double spa cotton,garden towel bedding bath linen flannel,rug furnishing,24,29
6920,https://www.habitat.co.uk/daria-orange-small-reactive-glaze-vase-1787066?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iiqmqlwma&istBid=t,Home & Garden > Decor > Vases,Daria Orange Small Reactive Glaze Vase,Accessories > Home accessories > Decorative Accessories,orange small vase glaze,vase garden decor,decorative accessory accessory home,59,29
5631,https://www.habitat.co.uk/ensley-grey-speckle-vase-1783702?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=itmrtqiww&istBid=t,Home & Garden > Decor > Vases,Ensley Grey Speckle Vase,Accessories > Home accessories > Decorative Accessories,vase speckle grey,vase garden decor,decorative accessory accessory home,47,29
4326,https://www.habitat.co.uk/townsend-cobalt-blue-velvet-lounge-chair-11781606?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwawq&istBid=t,Furniture > Outdoor Furniture > Outdoor Seating > Sunloungers,Townsend Cobalt Blue Velvet Lounge Chair,Sofas & Armchairs > Sofas & Armchairs > Shop by collectionSofas & Armchairs,chair blue lounge velvet townsend cobalt,sunlounger outdoor furniture seating,armchair collectionsofa shop sofa by,41,29
4200,https://www.habitat.co.uk/spa-cotton-ink-blue-double-border-face-cloth-1781549?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqmqi&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Ink Blue Ink Blue Double Border Face Cloth,Soft furnishings > Rugs,cloth face ink border blue double spa cotton,garden towel bedding bath linen flannel,rug furnishing,21,29
4198,https://www.habitat.co.uk/spa-cotton-ink-blue-double-border-bath-towel-1781547?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrtxtta&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Ink Blue Ink Blue Double Border Bath Towel,Soft furnishings > Rugs,towel ink border bath blue double spa cotton,garden towel bedding bath linen flannel,rug furnishing,49,29
4197,https://www.habitat.co.uk/spa-cotton-ink-blue-double-border-bath-sheet-1781546?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqmqx&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Ink Blue Ink Blue Double Border Bath Sheet,Soft furnishings > Rugs,ink border bath blue double spa sheet cotton,garden towel bedding bath linen flannel,rug furnishing,38,29
5871,https://www.habitat.co.uk/vermont-brown-ribbed-glass-vase-1783592?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ixxtixalq&istBid=t,Home & Garden > Decor > Vases,Vermont Brown Ribbed Glass Vase,Accessories > Home accessories > Decorative Accessories,glas brown vermont vase,vase garden decor,decorative accessory accessory home,38,29
5870,https://www.habitat.co.uk/vermont-blue-ribbed-glass-vase-1783591?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ixxtixalm&istBid=t,Home & Garden > Decor > Vases,Vermont Blue Ribbed Glass Vase,Accessories > Home accessories > Decorative Accessories,glas blue vermont vase,vase garden decor,decorative accessory accessory home,38,29
5754,https://www.habitat.co.uk/zion-1783711?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ixtqtlimw&istBid=t,Home & Garden > Decor > Vases,Zion Blue And Pink Stoneware Vase,Accessories > Home accessories > Decorative Accessories,pink zion blue stoneware vase,vase garden decor,decorative accessory accessory home,38,29
3802,https://www.habitat.co.uk/ascot-oak-and-grey-upholstered-small-storage-stool-779908?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqmrr&istBid=t,Furniture > Chairs > Folding Chairs & Stools,Ascot Oak And Grey Upholstered Small Storage Stool,Furniture > Bedroom > Bedroom storage,ascot storage stool oak small grey,chair stool folding,storage bedroom,53,29
3803,https://www.habitat.co.uk/ascot-oak-and-grey-upholstered-large-storage-bench-779909?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxpmiw&istBid=t,Furniture > Chairs > Folding Chairs & Stools,Ascot Oak And Grey Upholstered Large Storage Bench,Furniture > Bedroom > Bedroom storage,ascot storage large oak grey bench,chair stool folding,storage bedroom,37,29
5751,https://www.habitat.co.uk/delaware-1783708?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ixtqtlila&istBid=t,Home & Garden > Decor > Vases,Delaware Blue Stoneware Vase,Accessories > Home accessories > Decorative Accessories,stoneware vase blue delaware,vase garden decor,decorative accessory accessory home,59,29
5629,https://www.habitat.co.uk/nevada-1783700?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ixtqtlilt&istBid=t,Home & Garden > Decor > Vases,Nevada Light Blue Round Stoneware Vase,Accessories > Home accessories > Decorative Accessories,nevada blue stoneware vase light round,vase garden decor,decorative accessory accessory home,48,29
3979,https://www.habitat.co.uk/buzz-orange-and-pink-patterned-vase-780208?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrttmqt&istBid=t,Home & Garden > Decor > Vases,Buzz Orange And Pink Patterned Vase,Accessories > Home accessories > Decorative Accessories,orange buzz pink vase,vase garden decor,decorative accessory accessory home,38,29
7123,https://www.habitat.co.uk/augusta-acacia-and-white-metal-6-seater-rectangular-garden-table-bench-and-4-white-metal-chairs-1788954?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=ipixiawtr&istBid=t,Home & Garden > Lawn & Garden > Outdoor Living,"Augusta Acacia And White Metal 6 Seater Rectangular Garden Table, Bench And 4 Chairs",Garden > Shop By Material > Wood,table garden chair acacia augusta metal bench white,outdoor garden living lawn,shop by wood material,46,29
3413,https://www.habitat.co.uk/bloom-white-and-grey-striped-ceramic-vase-778002?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwmia&istBid=t,Home & Garden > Decor > Vases,Bloom White And Grey Striped Ceramic Vase,Accessories > Home accessories > Decorative Accessories,ceramic bloom grey vase white,vase garden decor,decorative accessory accessory home,44,29
4190,https://www.habitat.co.uk/spa-cotton-light-grey-double-border-bath-towel-1781537?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqmml&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Lightgrey Light Grey Double Border Bath Towel,Soft furnishings > Rugs,towel border bath double spa grey cotton light,garden towel bedding bath linen flannel,rug furnishing,49,29
4193,https://www.habitat.co.uk/spa-cotton-light-grey-double-border-face-cloth-1781541?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqmmq&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Lightgrey Light Grey Double Border Face Cloth,Soft furnishings > Rugs,cloth face border double spa grey cotton light,garden towel bedding bath linen flannel,rug furnishing,33,29
4195,https://www.habitat.co.uk/spa-cotton-mustard-double-border-bath-sheet-1781543?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqmma&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Mustard Yellow Mustard Yellow Double Border Bath Towel,Soft furnishings > Rugs,towel yellow mustard border bath double spa cotton,garden towel bedding bath linen flannel,rug furnishing,41,29
4196,https://www.habitat.co.uk/spa-cotton-mustard-double-border-face-cloth-1781545?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqmqt&istBid=t,Home & Garden > Linens & Bedding > Towels > Bath Towels & Flannels,Spa Cotton Mustard Yellow Mustard Yellow Double Border Face Cloth,Soft furnishings > Rugs,cloth yellow face mustard border double spa cotton,garden towel bedding bath linen flannel,rug furnishing,24,29
3980,https://www.habitat.co.uk/june-pink-and-natural-stoneware-cylinder-vase-780211?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrttmqw&istBid=t,Home & Garden > Decor > Vases,June Pink And Natural Stoneware Cylinder Vase,Accessories > Home accessories > Decorative Accessories,pink cylinder june stoneware vase natural,vase garden decor,decorative accessory accessory home,48,29
6573,https://www.habitat.co.uk/wheat-set-of-60-wheat-straws-1787113?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwatmtppm&istBid=t,Home & Garden > Decor > Vases,Wheat Set Of 60 Wheat Straws,Kitchen > Kitchen accessories,straw set wheat,vase garden decor,accessory kitchen,33,29
4979,https://www.habitat.co.uk/lily-clear-bottle-shape-glass-vase-1783045?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wqlipwlmp&istBid=t,Home & Garden > Decor > Vases,Lily Clear Bottle Shape Glass Vase,Accessories > Home accessories > Decorative Accessories,shape clear lily glas vase bottle,vase garden decor,decorative accessory accessory home,43,29
6574,https://www.habitat.co.uk/sooshi-bamboo-sooshi-maker-1787114?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwatmtppq&istBid=t,Home & Garden > Decor > Vases,Sooshi Bamboo Sooshi Maker,Kitchen > Kitchen accessories,maker bamboo,vase garden decor,accessory kitchen,33,29
